player_name,mmr,player_teams,matches,reliable_mmr,stratz_mmr,rank_confidence
Paravane,6031.78,"['Slugpups', 'SlugWolves', 'Big Dingoz']",44,True,5400.0,0.44
HelloRobotics,6018.42,"['Golf Wrensday?', ""'Nanner Grippers"", ""Kitten's Kadets""]",37,True,6200.0,0.37
despair,6012.46,['SICKR'],21,True,6100.0,0.21
8======D~~~,5995.04,"['Dually Truck Dumpster-Fire', 'THE CROWNFALL FISHING CLUB']",29,True,6100.0,0.29
Dan Rather Did Nothing Wrong,5992.14,"['Hobbit Hole', 'Hat of Midas']",23,True,6100.0,0.23
JuanSolo,5991.49,['Savage Sabers'],42,True,6200.0,0.42
Ares â˜¯,5978.3,"['Nether Knights', 'Slugpups', 'Tactical Feeding']",34,True,6100.0,0.34
KL1,5976.09,"['Nether Knights', 'ALL CAPS', 'Savage Sabers']",51,True,6100.0,0.51
Dububear,5974.26,"['Apex Toe Hunters', 'Golf Wrensday?', 'Waist of Golf?', 'GRIN Scythe', ""Daddy's ENGORGED Dictatorship"", 'Golf Thirstday?']",74,True,5300.0,0.74
Jenkins Enjoyer,5971.95,"['Slugcats', 'GRIN Scythe']",65,True,6200.0,0.65
2k,5955.55,['Big Dingoz'],68,True,6200.0,0.68
red40warrior,5954.22,"[""'Nanner Grippers"", 'Comrades of Golf?', 'Dually Truck Hentai Warriors', 'Golf Wrensday?', 'Golf Tuesday?', 'Golf Thirstday?']",74,True,5400.0,0.74
Shrewd-Cleric,5927.87,"['Slugpups', 'SlugWolves']",48,True,5400.0,0.48
IITS.èœé¸Ÿ,5923.34,"['Hobbit Hole', 'Island in the Sun', 'Slugpups', 'dXo-Challenger', 'Reverse Smurfs', 'Big Dingoz', 'GRIN Smoke']",84,True,6200.0,0.84
Chilling,5918.64,['Big Dingoz'],57,True,5300.0,0.57
dr.dr2492,5915.65,['SMD9813'],20,True,5400.0,0.2
é¾å ´æ‚Ÿé“,5915.35,"['Reverse Smurfs', 'Big Dingoz', 'Disciples of Synderen', 'Savage Sabers']",41,True,6300.0,0.41
Creme,5899.95,"['SICKR', 'Slugcats', 'Disciples of Synderen', 'GRIN Smoke', 'Pot of Vainglory']",66,True,5500.0,0.66
Voidhunter,5891.93,['Big Dingoz'],78,True,6100.0,0.78
roxyroro,5888.26,"['SICKR', 'Slugcats']",79,True,5300.0,0.79
Clippy,5871.47,"['Heroes of Golf?', 'Golf Tuesday?', ""Kitten's Kadets"", 'Golf Thirstday?', 'Batchesters of Golf?']",88,True,5500.0,0.88
Architeuthis,5852.6,"['dXo-Warrior', 'Disciples of Synderen']",66,True,6300.0,0.66
Finley,5836.96,"['Hat of Midas', 'Big Farma']",40,True,6100.0,0.4
Chimp,5819.23,['Island in the Sun'],30,True,5300.0,0.3
BillRot,5818.62,"['Tactical Feeding', 'Savage Sabers', 'repulsive Gaming']",34,True,6500.0,0.34
Clowner,5816.84,"['Derailed Gaming', 'Hat of Midas']",33,True,6300.0,0.33
idrinkyourmilkshake,5799.34,['Disciples of Synderen'],83,True,6400.0,0.83
Perch,5795.45,['Zealous Gaming'],36,True,5100.0,0.36
GAMbro,5787.82,"['Island in the Sun', 'Petting Zoo Daddies']",36,True,6200.0,0.36
Space Cowboy,5784.6,"['dXo-Challenger', 'SICKR', 'Force Squad', 'Big Dingoz', 'dXo-Warrior', 'GRIN Fury', 'Savage Sabers']",49,True,5500.0,0.49
AwRoosTeR,5776.82,"['Hat of Midas', 'Big Farma']",57,True,6100.0,0.57
Mangos,5776.7,['Crime Time'],24,True,5500.0,0.24
ddÄ±Êžs,5759.86,"['Island in the Sun', 'Repulsive Gaming', 'Savage Sabers', 'repulsive Gaming']",54,True,6200.0,0.54
Swag should be free,5751.83,['Mary Todd Lincoln: Forever Young'],43,True,5500.0,0.43
Lonely Warrior,5741.95,"['Island in the Sun', 'Slugpups', 'Nameless', '5 Guys 1 Cup', 'GRIN Scythe']",64,True,5500.0,0.64
ezu,5741.68,"['Golf Thirstday?', 'Apex Toe Hunters']",27,True,5400.0,0.27
Jester,5738.6,['Mary Todd Lincoln: Forever Young'],56,True,5400.0,0.56
tyler your dad is here,5737.33,['Mary Todd Lincoln: Forever Young'],41,True,5400.0,0.41
romance anime,5737.17,"['Honey Beesports', 'Slugpups']",22,True,5300.0,0.22
Ailerath,5726.46,['Mary Todd Lincoln: Forever Young'],56,True,5300.0,0.56
Pibbles,5716.45,"['Mary Todd Lincoln: Forever Young', 'Zealous Gaming']",34,True,5400.0,0.34
"WiseKiller, Evan",5704.41,"['Golf Tuesday?', 'Disciples of Synderen']",89,True,6100.0,0.89
Stanley,5694.27,"['Comrades of Golf?', ""Kitten's Kadets"", 'Golf Thirstday?', 'Batchesters of Golf?']",52,True,5200.0,0.52
Graphix,5681.64,['Savage Sabers'],90,True,5400.0,0.9
Road to Immortal,5656.04,"['Radiance invoker', 'Veni Vidi Vici', 'Savage Sabers']",51,True,6200.0,0.51
Apap$icle,5653.57,"['Repulsive Gaming', 'repulsive Gaming']",20,True,5500.0,0.2
Lucky Day,5648.46,"['Radiance invoker', 'GRIN Smoke']",57,True,5500.0,0.57
Megasheepz,5634.93,['Hat of Midas'],24,True,5500.0,0.24
Cloudz,5628.08,['Disciples of Synderen'],87,True,5300.0,0.87
GraceJam,5623.28,"['Waist of Golf?', ""Kitten's Kadets"", 'Apex Toe Hunters']",24,True,5200.0,0.24
tinypuddles,5622.47,['Disciples of Synderen'],77,True,6100.0,0.77
ToAsT,5621.85,"['Nameless', 'GRIN Smoke']",31,True,5500.0,0.31
JAB,5609.26,"['Repulsive Gaming', 'repulsive Gaming']",20,True,5400.0,0.2
pomato,5594.35,['Derailed Gaming'],53,True,6200.0,0.53
Prev0st,5582.27,"[""John Wick's Dog"", 'Big Farma']",21,True,5400.0,0.21
illusive,5552.56,"['Honey Beesports', 'Dually Truck Dumpster-Fire', 'Dually Truck Diesel Drinkers']",29,True,5400.0,0.29
TwoLostSouls,5550.24,"['Asphalt Annihilators', 'Dually Truck Dumpster-Fire', 'Ancient Assault Squad', 'Big Farma']",57,True,5300.0,0.57
nÃ¶,5514.36,"['Dually Truck Gas Gremlins', 'Savage Sabers']",65,True,5500.0,0.65
Lower your expectations,5510.56,"['Dark Horse Storm', 'Rodents and Hares Pest Control', 'Blink Squad', 'Asphalt Annihilators', 'Brain Damage']",75,True,6200.0,0.75
IharaSan,5510.4,"['Soulless', 'Radiance invoker', 'GRIN Smoke']",79,True,4700.0,0.79
Vitruvius,5509.62,"['Blink Squad', 'Slugcats', '5 Guys 1 Cup', 'Dually Truck Dumpster-Fire', 'Big Dingoz']",81,True,5100.0,0.81
AdmiraL Jiren,5509.56,['Derailed Gaming'],41,True,5400.0,0.41
Night,5499.67,['Salt the Earth'],20,False,5116.666666666667,0.2
Tyro,5478.27,"['LoveLess', 'Nameless']",30,True,5200.0,0.3
Havok,5476.08,['5 Guys 1 Cup'],35,True,5500.0,0.35
HamCity,5456.06,['GRIN Smoke'],22,True,5400.0,0.22
Flameice,5450.59,['Derailed Gaming'],53,True,5100.0,0.53
AchillesLast,5438.45,"['Dually Truck Chicken Cartel', 'Big Dingoz']",84,True,5100.0,0.84
Bug Collector,5433.33,['Big Farma'],23,True,5200.0,0.23
B-Town,5427.76,['Jackson 5'],21,True,5400.0,0.21
Kickass,5426.88,['Derailed Gaming'],20,True,5300.0,0.2
Crimson,5421.53,"['Hobbit Hole', 'Blink Squad', 'Dually Pubstars', 'Honey Beesports', 'Reverse Smurfs', 'Dually Truck Diesel Drinkers']",49,True,5300.0,0.49
rag3psych0,5421.11,"['Dually Truck Gas Gremlins', 'Savage Sabers']",65,True,5200.0,0.65
TrueLemon,5419.55,['Team Samsara'],24,False,5366.666666666667,0.24
Jacques De Gatineau,5412.55,"['GRIN Scythe', 'GRIN Smoke']",36,True,5100.0,0.36
Soseph Jalin,5411.65,"['Reverse Smurfs', 'Big Dingoz']",101,True,4300.0,1.0
stormBREAKER,5396.99,['Petting zoo retards'],27,True,5300.0,0.27
roian,5379.45,"['dXo-Warrior', 'Dually Truck Dumpster-Fire', 'The Bathtub Club']",67,True,5500.0,0.67
The Spanish Inquisition,5375.16,['5 Guys 1 Cup'],39,True,5200.0,0.39
Toms Bad at Games,5366.07,"['Petting Zoo Daddies', 'Petting zoo retards']",34,True,5500.0,0.34
ididid,5360.48,['Petting zoo retards'],46,True,6100.0,0.46
Sandman,5304.77,"['Pizzadog Academy', 'Slugpups', 'Disciples of Synderen']",50,True,6100.0,0.5
Leo Das,5277.12,['Derailed Gaming'],46,True,4700.0,0.46
â€ LuminousNiteâ€ ,5272.55,"['4 NOOBS 1 TROLLBUS', 'dXo-Challenger', ""Epstein's Islanders"", 'Team BSJ']",27,True,5500.0,0.27
Kinomoto Sakura,5271.47,['Mary Todd Lincoln: Forever Young'],56,True,4100.0,0.56
WackoSwami,5268.16,"['Pepecopters', 'Reverse Smurfs']",86,True,5100.0,0.86
TigOlBittiez,5267.04,"['Pepecopters', 'Reverse Smurfs']",82,True,5300.0,0.82
Wills,5264.33,"['Hobbit Hole', 'Crime Time', 'Island in the Sun', 'Blink Squad', 'Reverse Smurfs', 'Nameless', 'Force Squad', 'The Bathtub Club', 'Dually Truck Chicken Cartel', 'Vitamin Beesports', 'Grin.Nova']",100,True,5200.0,1.0
THE REAL IS BACK,5260.49,"['Honey Beesports', 'Pizzadog Academy']",39,True,5300.0,0.39
WackoDubbz,5247.74,"['Pepecopters', 'Reverse Smurfs']",82,True,5100.0,0.82
Rampage,5247.73,"['4 NOOBS 1 TROLLBUS', 'Reverse Smurfs']",27,True,5200.0,0.27
rZ | sidez,5236.0,['Petting zoo retards'],50,True,5600.0,0.5
rauke22,5207.96,"['Slugpups', 'Reverse Smurfs', 'Dually Truck Gas Gremlins', 'dXo-Explorer', 'GRIN Smoke']",58,True,4500.0,0.58
Qapla',5200.56,"['Reverse Smurfs', 'dXo-Explorer', 'GRIN Fury', 'GRIN Prism']",34,True,5300.0,0.34
shiv_cs,5197.76,"['Petting Zoo Daddies', 'Reverse Smurfs']",35,True,5500.0,0.35
Arc,5196.44,"['Hobbit Hole', 'Dually Truck Gas Gremlins']",21,True,5200.0,0.21
Jdog,5174.08,"[""John Wick's Dog""]",20,False,4683.333333333333,0.2
Propaganda,5168.96,"['Hobbit Hole', 'Blink Squad', 'Soulless', 'Porpin My Crank ']",46,True,5300.0,0.46
Tim The Enchanter,5168.35,['Hobbit Hole'],41,True,5300.0,0.41
Red X,5165.88,"['Blink Squad', 'Dually Pubstars', 'Slugcats', 'Disciples of Synderen', 'Petting Zoo Daddies', 'Dually Truck Dumpster-Fire', 'Ancient Assault Squad', 'Vitamin Beesports']",87,True,4300.0,0.87
PzR | agpat07,5160.98,['Petting zoo retards'],50,True,5200.0,0.5
Nhaleet,5155.95,"['Asphalt Annihilators', 'Dually Truck Dumpster-Fire', 'Dually Pubstars']",38,True,5300.0,0.38
rZ | mercy,5150.26,['Petting Zoo Daddies'],22,True,5200.0,0.22
Huey Lewis,5123.83,['The Mittens'],79,True,5300.0,0.79
Gund@m,5123.12,['dXo-Explorer'],20,True,5200.0,0.2
SALT.DGr8Cornholio,5119.37,['The Mittens'],85,True,5200.0,0.85
Little Debbie Xmas Tree Cake,5111.01,"['Grin.Nova', 'Good Time Squad', 'Blink Squad', 'Disinformation Campaign']",82,True,5300.0,0.82
Mr. Fahrenheit,5108.32,['The Mittens'],92,True,5300.0,0.92
Ali Bot,5107.72,"['Dark Horse Storm', '4 NOOBS 1 TROLLBUS', 'Disinformation Campaign']",25,True,5300.0,0.25
WOOD SYRUP,5107.6,['GENSYS '],23,True,5500.0,0.23
WadeMasterGAME.TTV,5106.1,"['Force Squad', 'Dually Truck Chicken Cartel', 'Big Dingoz', 'Pizzadog Academy', 'GRIN Rat Society']",41,True,5200.0,0.41
purplemudkip,5101.54,"['Comrades of Golf?', 'Golf Tuesday Reborn?', 'Soulless']",45,True,5400.0,0.45
auryce,5100.46,['The Mittens'],92,True,5400.0,0.92
pac,5088.68,"['Dually Truck Gas Gremlins', 'Island in the Sun', 'The Mittens']",40,True,4400.0,0.4
Zyle,5084.13,"['Dark Horse Storm', 'dXo-Challenger', 'Disinformation Campaign', 'Reverse Smurfs', 'Dually Truck Dumpster-Fire', 'Dually Truck Chicken Cartel', 'GRIN Scythe']",69,True,5500.0,0.69
Twystedweb,5082.14,['The Mittens'],89,True,4300.0,0.89
KeyserSÃ¶ze,5081.67,"['Hobbit Hole', 'Grin.Nova']",100,True,6200.0,1.0
ChickenPollo,5075.7,"['Dually Truck Dumpster-Fire', 'Dually Truck Chicken Cartel', 'Dually Truck Diesel Drinkers']",57,True,5300.0,0.57
Slavic Donut,5073.55,"['Petting Zoo Daddies', 'Petting zoo retards']",49,True,5200.0,0.49
Kitten,5045.03,"['Golf Tuesday Reborn?', ""Kitten's Kadets"", 'Golf Tuesday?', 'Batchesters of Golf?']",55,True,4200.0,0.55
Dacite,5042.93,['The Three Meepo Problem'],29,True,5400.0,0.29
Beef Supreme,5041.0,['Hobbit Hole'],83,True,5400.0,0.83
JinxHUN,5006.31,['Disinformation Campaign'],30,True,5200.0,0.3
megamatt,5003.38,"['Hobbit Hole', 'Blink Squad']",85,True,4200.0,0.85
Sefat1307,5000.4,"[""John Wick's Dog""]",20,True,4500.0,0.2
The Red Seal,4995.96,"['Hobbit Hole', 'Blink Squad']",92,True,5300.0,0.92
4knee,4979.37,['5 Guys 1 Cup'],39,True,4400.0,0.39
the URBAN_Goose,4974.52,"['Golf Tuesday Reborn?', 'Golf Tuesday?', 'Batchesters of Golf?']",37,True,5100.0,0.37
Biggie,4971.29,"['LoveLess', 'The Bathtub Club', 'Quasar Dreams', 'Grin.Nova', 'Soulless', '4 NOOBS 1 TROLLBUS', 'GRIN Smoke']",83,True,5400.0,0.83
arc warden with boobs,4947.62,"['Asphalt Annihilators', 'Slugcats', 'The Mittens', 'Dually Pubstars']",47,True,5200.0,0.47
"Dr. Donkey Dick, DMD",4941.49,"['Petting Zoo Daddies', 'Petting zoo retards']",32,True,4700.0,0.32
.:;..luhhhhhiihhhhh,4940.66,"['Quasar Dreams', 'Grin.Nova']",65,True,5100.0,0.65
Tyrannosaurus.Hex,4925.2,"['Asphalt Annihilators', 'Dually Pubstars', 'Blink Squad', 'Killer Beesports']",66,True,5100.0,0.66
Jezzer,4915.09,"['Slugpups', 'Reverse Smurfs', 'Pizzadog Academy', 'Quasar Dreams', 'Grin.Nova']",78,True,4100.0,0.78
~SauceðŸ›³,4913.07,"['Quasar Dreams', 'Grin.Nova']",73,True,4200.0,0.73
Old Man,4903.77,"['Hobbit Hole', 'Dually Truck Chicken Cartel', 'Ancient Assault Squad', 'dXo-Explorer', '4 NOOBS 1 TROLLBUS', 'Prius PickUps', 'Soulless']",72,True,4600.0,0.72
âœªï¸Ž_DArK AcE â„¢,4901.79,"['Slugpups', 'The Mittens', 'LF Danny Playoff Replacement', 'Pizzadog Academy', 'Quasar Dreams', 'Grin.Nova', 'Soulless']",78,True,4300.0,0.78
Plibt,4876.15,"['Asphalt Annihilators', 'Dually Truck Diesel Drinkers', 'Dually Pubstars']",59,True,4500.0,0.59
G.U.N.D.A.M,4873.75,"['Slugpups', 'Dually Truck Chicken Cartel', 'dXo-Explorer', 'Prius PickUps', 'The Three Meepo Problem']",64,True,5100.0,0.64
GayedMaster,4848.79,"[""Epstein's Islanders"", 'Team BSJ', 'Disinformation Campaign']",40,True,5100.0,0.4
Syndicate,4847.46,['GENSYS '],38,True,5300.0,0.38
Rh1no,4840.43,['I am > I was'],22,False,4271.428571428572,0.22
[ORCA] Ceotexas,4765.35,['5 Guys 1 Cup'],28,True,4200.0,0.28
Dark,4740.8,"['Slugpups', 'Good Time Squad', 'Blink Squad']",69,True,4300.0,0.69
RedFaction,4726.44,['The Three Meepo Problem'],31,True,4300.0,0.31
CHEFRICK,4725.47,['5 Guys 1 Cup'],22,True,4200.0,0.22
Backyardsluts9,4718.95,"['Petting Zoo Daddies', 'Petting zoo retards']",49,True,4100.0,0.49
Hangende Harry,4710.25,['Hobbit Hole'],21,True,4300.0,0.21
Betabits,4703.64,"['Slugpups', 'dXo-Explorer', 'Pot of Vainglory']",42,True,4200.0,0.42
FarmAssist[Shadow_Merc],4699.5,['Jackson 5'],31,True,4300.0,0.31
Ziggy,4696.08,"['Lemon Snow Cones', 'The Mittens']",75,True,6100.0,0.75
aTruckgril Beverly âœ¿,4690.27,"['ALL CAPS', 'The Three Meepo Problem']",33,True,4300.0,0.33
normalin,4661.61,"['Prius PickUps', 'Slugpups', 'dXo-Challenger', 'Pot of Vainglory']",72,True,4500.0,0.72
Kulaid,4660.76,"['Hobbit Hole', 'Prius PickUps', 'Blink Squad']",68,True,4700.0,0.68
Rada,4655.18,"['Pizzadog Academy', 'Disinformation Campaign']",37,True,4600.0,0.37
Tavanushi,4646.78,"['Slugpups', 'Pizzadog Academy']",33,True,4200.0,0.33
rZ | oXy,4627.67,"['Petting Zoo Daddies', 'Petting zoo retards']",20,True,4400.0,0.2
Snapped,4619.77,['Lemon Snow Cones'],77,True,5000.0,0.77
Bad Das,4584.3,['Derailed Gaming'],28,True,4300.0,0.28
VeX,4582.96,"['Teens Love Huge Clocks', 'Soulless', 'Brain Damage']",22,True,4100.0,0.22
Foxx,4577.54,"['LoveLess', 'Nether Knights', 'Pizzadog Academy', 'Quasar Dreams', 'Grin.Nova', 'Soulless']",36,True,4200.0,0.36
tar,4553.83,['Lemon Snow Cones'],79,True,5200.0,0.79
JanKed,4524.92,['Lemon Snow Cones'],77,True,4600.0,0.77
Noy,4522.36,['GENSYS '],38,True,4200.0,0.38
DistantEcho,4507.64,"['Lemon Snow Cones', 'The Mittens']",73,True,4500.0,0.73
Sailor Godzilla,4501.63,"['Slugpups', 'Asphalt Annihilators', 'Reverse Smurfs', 'Dually Truck Dumpster-Fire', 'Dually Truck Chicken Cartel', 'Ancient Assault Squad', 'Vitamin Beesports', 'Killer Beesports']",51,True,4300.0,0.51
Ro914,4493.77,"['Nether Knights', 'Tactical Feeding', 'LoveLess']",34,True,4100.0,0.34
LeBrao Zedong,4455.83,['Crime Time'],27,True,3600.0,0.27
é©¼é¹¿,4395.75,"['Prius PickUps', 'Vitamin Beesports']",34,True,4300.0,0.34
Who Got Smoke,4323.46,"['Quasar Dreams', 'Grin.Nova']",26,True,3500.0,0.26
Darkk,4289.94,"['Team Blunder', 'Dually Truck Dumpster-Fire', 'The Bathtub Club']",49,True,3600.0,0.49
Lams,4239.13,"['LoveLess', 'Good Time Squad', 'Blink Squad']",20,True,4200.0,0.2
t.tv/SlashBDS,4144.38,"['Asphalt Annihilators', 'Quasar Dreams']",32,True,3500.0,0.32
No_Hezi,4006.05,['GENSYS '],38,False,3377.777777777778,0.38
PhantomJellybean,3925.05,"['Golf Wrensday?', 'Golf Tuesday Reborn?', 'Golf Tuesday?']",39,True,3500.0,0.39
TARS,3828.16,['Disciples of Synderen'],34,True,3300.0,0.34
jphuffman55,3827.69,['The Three Meepo Problem'],33,True,3100.0,0.33
ChngGaling!,3801.91,['GENSYS '],20,False,3377.777777777778,0.2
TwelveSeven,3784.54,"['Reverse Smurfs', 'Ancient Assault Squad', 'Blink Squad', 'Dually Pubstars']",46,True,3400.0,0.46
1335 6th Avenue NY,3710.69,['Pizzadog Academy'],26,True,3400.0,0.26
lost,3631.03,"['Good Time Squad', 'Blink Squad', 'Force Squad', 'Ancient Assault Squad', 'Vitamin Beesports']",25,True,3400.0,0.25
1k subhuman,3546.96,"['Good Time Squad', 'Blink Squad', 'Pizzadog.JV', 'Force Squad', 'The Bathtub Club', 'Vitamin Beesports']",55,True,3100.0,0.55
"Don't Bully me, I'll Cum",3211.0,"['LoveLess', 'Good Time Squad', 'Force Squad']",35,True,3100.0,0.35
